CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,TTL_RECEIPTS
H8OR02161,"MCLEOD-SKINNER, JAMIE",O,DEM,OR,02,14727
H0OR02127,"BENTZ, CLIFF",O,REP,OR,02,637649.96
H0OR02135,"ATKINSON, JASON",O,REP,OR,02,301114.1
H0OR02150,"BUEHLER, KNUTE",O,REP,OR,02,1573291.81
H0OR02168,"CRUMPACKER, JIMMY",O,REP,OR,02,998842.48
H0OR02184,"SMITH, JEFFERY G",O,REP,OR,02,30964.36
H0OR02226,"LIVINGSTON, JUSTIN",O,REP,OR,02,8885.29
H6OR02116,"WALDEN, GREGORY P. MR.",I,REP,OR,02,1641228.26
H0OR03125,"LEE, ALBERT MR.",C,DEM,OR,03,102339.88
H0OR03158,"WILCOX, DANE",C,DEM,OR,03,725
H6OR03064,"BLUMENAUER, EARL",I,DEM,OR,03,1393517.26
H8OR03060,"BARNETT, CHARLES",C,DEM,OR,03,7886.77
H0OR03166,"HECKER, FRANK",C,REP,OR,03,14000
H0OR03174,"HARBOUR, JOANNA",C,REP,OR,03,7090
H8OR03102,"HARRISON, THOMAS",C,REP,OR,03,55
H0OR04099,"CANNING, DOYLE",C,DEM,OR,04,212499.47
H6OR04047,"DEFAZIO, PETER A",I,DEM,OR,04,1912690.72
H0OR04081,"ROBINSON, ART DR.",C,REP,OR,04,58117.97
H0OR04107,"SKARLATOS, ALEK",C,REP,OR,04,1299845.85
H6OR04203,"PERKINS, JO RAE",C,REP,OR,04,36968.02
H0OR05096,"GAMBA, MARK",C,DEM,OR,05,262573.35
H0OR05112,"REYNOLDS, BLAIR",C,DEM,OR,05,4219.8
H8OR05107,"SCHRADER, KURT",I,DEM,OR,05,1457419.3
H0OR05088,"ROMAN, ANGELA",C,REP,OR,05,16549.05
H0OR05104,"COURSER, AMY RYAN",C,REP,OR,05,12353.56
H8OR05206,"NATIONS, JOEY",C,REP,OR,05,66282.87
H0PA01291,"REISS, JUDI MS.",C,DEM,PA,01,171764.14
H0PA01309,"WACHSPRESS, DEBBIE",C,DEM,PA,01,497697.58
H0PA01325,"FINELLO, CHRISTINA",C,DEM,PA,01,511463.41
H0PA01333,"HURWITZ, SKYLAR",C,DEM,PA,01,19926.04
H0PA01317,"MEEHAN, ANDREW",C,REP,PA,01,52865.12
H6PA08277,"FITZPATRICK, BRIAN",I,REP,PA,01,2748175.31
H4PA13199,"BOYLE, BRENDAN F",I,DEM,PA,02,1061615.58
H6PA02171,"EVANS, DWIGHT",I,DEM,PA,03,696133.43
H8PA04116,"DEAN, MADELEINE",I,DEM,PA,04,965953.5
H0PA04279,"BARNETTE, KATHY",C,REP,PA,04,137720.77
H0PA04287,"TARSHISH, JOE MR.",C,IND,PA,04,15032
H0PA05086,"LANNI, LOU",C,DEM,PA,05,8000
H8PA07200,"SCANLON, MARY GAY",I,DEM,PA,05,1035919.08
H0PA05094,"PRUETT, DASHA",C,REP,PA,05,18923.5
H0PA05102,"JORDAN, ROBERT",C,REP,PA,05,25210.44
H8PA07135,"BILLIE, JOSEPH MICHAEL",C,REP,PA,05,3112.26
H8PA06087,"HOULAHAN, CHRISSY",I,DEM,PA,06,2603978.48
H0PA06142,"SIEDENBUEHL, THOMAS",C,REP,PA,06,120600.36
H0PA06159,"STERN, EVERETT MR.",C,REP,PA,06,0
H0PA06167,"EMMONS, JOHN MR.",C,REP,PA,06,542813.37
H0PA06175,"MCHUGH, JOHN H",C,IND,PA,06,6165.15
H8PA15229,"WILD, SUSAN",I,DEM,PA,07,2846984.34
H0PA07132,"SCHELLER, LISA",C,REP,PA,07,1850885.03
H4PA17141,"CONNOLLY, MATTHEW D",C,REP,PA,07,5000
H8PA15260,"BROWNING, DEAN NAPIER",C,REP,PA,07,409880.6
H2PA17079,"CARTWRIGHT, MATTHEW A.",I,DEM,PA,08,2555395.32
H0PA08189,"HAAS, HARRY",C,REP,PA,08,14238.43
H0PA08197,"DANIELS, TEDDY",C,REP,PA,08,274834.39
H0PA08205,"GRANVILLE, EARL",C,REP,PA,08,205577.79
H0PA08213,"MARSICANO, MICHAEL",C,REP,PA,08,352257.77
H0PA08221,"BOGNET, JIM",C,REP,PA,08,583247.47
H0PA08239,"CAMMISA, MIKE",C,REP,PA,08,12066.7
H6PA16338,"WEGMAN, GARY",C,DEM,PA,09,77142.1
H8PA09081,"QUICK, LAURA",C,DEM,PA,09,6425.84
H8PA10147,"MEUSER, DANIEL",I,REP,PA,09,708945.31
H0PA10102,"BRIER, THOMAS F JR",C,DEM,PA,10,670965.37
H0PA10110,"DEPASQUALE, EUGENE",C,DEM,PA,10,1663197.38
H0PA10128,"JEFFRIES, ROBERT",C,REP,PA,10,21845
H2PA04135,"PERRY, SCOTT",I,REP,PA,10,1893466.89
H0PA11183,"HAMMOND, SARAH",C,DEM,PA,11,7365.87
H0PA11191,"DAIGLE, PAUL RICHARD",C,DEM,PA,11,12852.26
H6PA16320,"SMUCKER, LLOYD K.",I,REP,PA,11,941762.72
H0PA12199,"GRIFFIN, LEE",C,DEM,PA,12,4285.59
H8PA05204,"FRIEDENBERG, MARC",O,DEM,PA,12,154714.91
H0PA10078,"MARINO, THOMAS ANTHONY",I,REP,PA,12,2633.66
H0PA12173,"WHEELAND, JEFF C.",O,REP,PA,12,7472.79
H0PA12181,"KELLER, FRED",I,REP,PA,12,1193590.79
H0PA13114,"ROWLEY, TODD",C,DEM,PA,13,29168
H8PA13125,"JOYCE, JOHN",I,REP,PA,13,742613.83
H0PA14138,"MARX, WILLIAM A MR. III",C,DEM,PA,14,26633.23
H8PA18199,"RESCHENTHALER, GUY MR.",I,REP,PA,14,1332023.97
H8PA05071,"THOMPSON, GLENN MR.",I,REP,PA,15,1221866.05
H0PA16026,"SMITH, DANIEL B MR JR",C,DEM,PA,16,26567.26
H0PA16034,"GNIBUS, KRISTY",C,DEM,PA,16,199070.17
H0PA03271,"KELLY, GEORGE J JR",I,REP,PA,16,1699870
H8PA18181,"LAMB, CONOR",I,DEM,PA,17,2119395.95
H0PA17099,"TIMKO, SCOTT RICHARD",C,REP,PA,17,72934.18
H0PA17107,"THOMSEN, BRIAN",C,REP,PA,17,30984.7
H0PA17115,"PARNELL, RICHARD SEAN",C,REP,PA,17,1221537.67
H0PA18097,"DICKINSON, GERALD",C,DEM,PA,18,259493.06
H4PA18131,"DOYLE, MICHAEL",I,DEM,PA,18,741557.41
H0PA18113,"NEGRON, LUKE",C,REP,PA,18,11010.37
H8PR00054,"ACEVEDO-VILA, ANIBAL",C,DEM,PR,00,232168.88
H6PR00082,"GONZALEZ COLON, JENNIFFER",I,NPP,PR,00,532173.63
H0PR01026,"ALBORS, JUAN CARLOS",C,UN,PR,00,73350
H0PR01042,"JORDAN, ZAYIRA",C,UN,PR,00,2778.83
H0RI01073,"CICILLINE, DAVID N",I,DEM,RI,01,1279536.06
H8RI01092,"WYSOCKI, FREDERICK",C,IND,RI,01,10380.97
H0RI02139,"LANGEVIN, JAMES R HONORABLE",I,DEM,RI,02,801075.55
H0RI02295,"CONLEY, DYLAN",,DEM,RI,02,5355
H0RI02287,"LANCIA, BOB",C,REP,RI,02,12660
H8SC01116,"CUNNINGHAM, JOE",I,DEM,SC,01,4284445.5
H0SC01360,"COVERT, MICHAEL",C,REP,SC,01,175806.37
H0SC01386,"LANDING, KATHERINE DUBEAU",C,REP,SC,01,645778.75
H0SC01394,"MACE, NANCY",C,REP,SC,01,1943983.88
H0SC01402,"COX, CHRIS",C,REP,SC,01,121314.84
H0SC01410,"NORRIS, PHILLIP DWIGHT",C,REP,SC,01,70
H0SC01428,"MOLE, BRAD",C,REP,SC,01,7192
H0SC02061,"BOROUGHS, ADAIR FORD",C,DEM,SC,02,1239712.58
H0SC02079,"NATHANIEL, LAWRENCE D",C,DEM,SC,02,21543.35
H2SC02059,"WILSON, JOE THE HON.",I,REP,SC,02,989923.19
H0SC03150,"WELCH, MARK DILLING MR.",C,DEM,SC,03,7713.94
H4SC03111,"CLEVELAND, HOSEA N",C,DEM,SC,03,656
H0SC03077,"DUNCAN, JEFFREY D MR.",I,REP,SC,03,1029924.03
H0SC04281,"NELSON, KIMBERLY",C,DEM,SC,04,97775.9
H8SC04250,"TIMMONS, WILLIAM R IV",I,REP,SC,04,1051090.47
H0SC05049,"MAMMADOV, RAMIN",C,DEM,SC,05,6433.99
H0SC05056,"BROWN, MAURICUS",C,DEM,SC,05,253270.95
H8SC05158,"NORMAN, RALPH W. JR.",I,REP,SC,05,668194.77
H2SC02042,"CLYBURN, JAMES E.",I,DEM,SC,06,2309661.95
H0SC07029,"WATSON, MELISSA WARD",C,DEM,SC,07,60350.15
H0SC07037,"WILLIAMS, WILLIAM HENRY",C,DEM,SC,07,7601
H2SC07066,"RICE, TOM",I,REP,SC,07,1204823.79
H8SC07071,"HAMMOND, LARRY GUY",C,LIB,SC,07,198.84
H0SD01078,"RAVER, WHITNEY",C,DEM,SD,00,15193.2
H0SD01094,"MARTY MAY, ELIZABETH",C,REP,SD,00,63028.71
H8SD01055,"JOHNSON, DUSTY",I,REP,SD,00,1378950.3
H0TN01043,"ROWE, CHRISTOPHER LEE",O,DEM,TN,01,13921.17
H0TN01050,"SMITH, LARRY JOSEPH",O,DEM,TN,01,6244.39
H0TN01092,"WALSINGHAM, BLAIR NICOLE",O,DEM,TN,01,40516.39
H0TN01076,"CLARK, JOHN",O,REP,TN,01,652174.6
H0TN01084,"CROWE, DEWEY RUSTY EDWARD II",O,REP,TN,01,375709.8
H0TN01100,"DARDEN, STEPHEN MATSON MR.",O,REP,TN,01,336120.16
H0TN01118,"HARSHBARGER, DIANA",O,REP,TN,01,1476447
H0TN01134,"HILL, TIMOTHY AARON",O,REP,TN,01,230438.1
H0TN01142,"GAPP, JOSHUA",O,REP,TN,01,853370
H0TN01159,"HAWK, DAVID",O,REP,TN,01,53500
H0TN01183,"ADKINS, JAY",,REP,TN,01,13682.45
H0TN01225,"WILLIAMS, NICHOLE",,REP,TN,01,10173
H6TN01388,"ROE, DAVID PHILLIP DR.",I,REP,TN,01,140971
H0TN02090,"BROWN, CHANCE",C,DEM,TN,02,166.8
H8TN02176,"HOYOS, RENEE",C,DEM,TN,02,494497.09
H8TN02119,"BURCHETT, TIM",I,REP,TN,02,812455.71
H0TN03452,"GORMAN, MEG",C,DEM,TN,03,42379.17
H0TN03254,"FLEISCHMANN, CHARLES J",I,REP,TN,03,797983.46
H8TN04107,"HALE, CHRISTOPHER JOLLY",C,DEM,TN,04,112195.8
H0TN04195,"DESJARLAIS, SCOTT HON.",I,REP,TN,04,235004.55
H0TN04260,"MEYER, LAWRENCE DOUG NORVILLE DOUGLAS ",C,REP,TN,04,18709.85
H0TN05317,"RAWLINGS, JOSHUA",C,DEM,TN,05,20023
H0TN05333,"BAUTISTA-JONES, JUSTIN",C,DEM,TN,05,27974.74
H0TN05382,"HAYNES, KEEDA",C,DEM,TN,05,101250.27
H2TN05131,"COOPER, JAMES H.S.",I,DEM,TN,05,692193.2
H0TN47012,"HUBBARD, STEVEN ERICH MR.",C,DEM,TN,06,200
H8TN06094,"ROSE, JOHN W.",I,REP,TN,06,907191.81
H0TN07255,"SREEPADA, KIRAN",C,DEM,TN,07,129940.95
H8TN07076,"GREEN, MARK DR.",I,REP,TN,07,920291.68
H0TN07263,"VIEIRA, SCOTT ANTHONY MR JR",C,VET,TN,07,421.98
H6TN08250,"STOTTS-PEARSON, ERIKA",C,DEM,TN,08,77.39
H2TN07103,"KUSTOFF, DAVID",I,REP,TN,08,1352356.73
H0TN09129,"STRONG, COREY O",,DEM,TN,09,41452.84
H6TN09068,"COHEN, STEPHEN IRA",I,DEM,TN,09,440408.72
H8TN09114,"BERGMANN, CHARLOTTE",C,REP,TN,09,74215.63
H0TX01108,"GILBERT, HANK",C,DEM,TX,01,245146.44
H8TX01044,"BEAL, BRENT",C,DEM,TX,01,211.83
H4TX04039,"GOHMERT, LOUIS B. MR. JR.",I,REP,TX,01,427024.03
H0TX02080,"CARDNELL, ELISA",C,DEM,TX,02,388780.87
H0TX02098,"OLSEN, TRAVIS",C,DEM,TX,02,40553.46
H0TX02106,"LADJEVARDIAN, SIMA JANDAGHI",C,DEM,TX,02,1674680.71
H8TX02166,"CRENSHAW, DANIEL",I,REP,TX,02,9294632.11
H0TX02114,"SCHEIRMAN, ELLIOTT ROBERT",,LIB,TX,02,5472.32
H0TX03096,"DO, TANNER T",C,DEM,TX,03,18746.22
H0TX03104,"ROBERTSON, AL D",C,DEM,TX,03,5567.46
H0TX03112,"MCCAFFITY, SEAN J",C,DEM,TX,03,520727.52
H0TX03120,"SEIKALY, HELANE LULU SAWSAN",C,DEM,TX,03,409531.94
H8TX03099,"BURCH, LORIE",C,DEM,TX,03,46595.57
H8TX03123,"TAYLOR, NICHOLAS V.",I,REP,TX,03,1932272.3
H0TX04177,"ROSS, JASON",C,REP,TX,04,72632.93
H0TX04185,"JOHANNESEN, TRACE",C,REP,TX,04,8754.96
H0TX04193,"RANSOM, TRAVIS",,REP,TX,04,48990
H0TX04201,"HARRIS, PHILIP AARON",,REP,TX,04,12000
H0TX04219,"FALLON, PATRICK",,REP,TX,04,0
H0TX04235,"WORTHEN, ROBERT",,REP,TX,04,41023
H0TX18342,"MANNING, THOMAS CLAYTON",C,REP,TX,04,44091.13
H0TX32079,"MCLENDON, FLOYD JR.",C,REP,TX,04,828549.14
H4TX04153,"RATCLIFFE, JOHN L",I,REP,TX,04,544358.08
H0TX05109,"SALTER, CAROLYN",C,DEM,TX,05,139328.39
H0TX05117,"HILL, DONALD",C,REP,TX,05,46685.74
H8TX05144,"GOODEN, LANCE",I,REP,TX,05,1295954.95
H0TX05125,"HALE, KEVIN A",C,LIB,TX,05,6727.03
H0TX06099,"DANIEL, STEPHEN",C,DEM,TX,06,328097.72
H8TX06233,"WRIGHT, RON",I,REP,TX,06,562607.13
H8TX07140,"FLETCHER, ELIZABETH",I,DEM,TX,07,4384162.73
H0TX07154,"DEVOR, THOMAS CHRISTIAN MR.",C,REP,TX,07,0
H0TX07170,"HUNT, WESLEY",C,REP,TX,07,3187601.7
H0TX07188,"SIEGEL, CYNTHIA",C,REP,TX,07,757577.04
H0TX07196,"NOTEWARE, JAMES",C,REP,TX,07,87568.7
H0TX07204,"ESPINOZA, MARIA",C,REP,TX,07,244794.15
H0TX07212,"LIM, KENNY HON",C,REP,TX,07,0
H0TX07220,"REHMAN, LAIQUE",C,REP,TX,07,21000
H0TX07238,"KELLY, LEONARD SHAWN",C,LIB,TX,07,0
H0TX08145,"JONES, LAURA",C,DEM,TX,08,11223.27
H0TX08137,"OSBORN, KIRK LLOYD",C,REP,TX,08,51233.39
H6TX08100,"BRADY, KEVIN",I,REP,TX,08,2718162.36
H0TX09184,"WILLIAMS, MELISSA MECHELLE",C,DEM,TX,09,58113.37
H4TX09095,"GREEN, ALEXANDER",I,DEM,TX,09,359972.74
H0TX09168,"MENEFEE, JON MARK MR",C,REP,TX,09,31762.46
H0TX09176,"TEAGUE, JOHNNY MARK DR.",C,REP,TX,09,48569
H0TX09192,"MARTINEZ, JULIAN ANTONIO",C,REP,TX,09,18160
H0TX10216,"GANDHI, PRITESH",C,DEM,TX,10,1276854.84
H8TX10110,"SIEGEL, MICHAEL",C,DEM,TX,10,917771.57
H8TX10185,"HUTCHESON, SHANNON",C,DEM,TX,10,1354728.96
H4TX10093,"MCCAUL, MICHAEL",I,REP,TX,10,2461701.75
H0TX11198,"HOGG, JON MARK MR.",O,DEM,TX,11,65919.67
H0TX11172,"LACY, J.ROSS",O,REP,TX,11,283799.46
H0TX11214,"BARTLETT, RICHARD DR. MD",O,REP,TX,11,22620.81
H0TX11222,"VIRDELL, WESLEY",O,REP,TX,11,27016.75
H0TX11230,"PFLUGER, AUGUST LEE II",O,REP,TX,11,1750303.48
H0TX11248,"BERRYHILL, JAMES MR.",O,REP,TX,11,107111
H0TX11255,"TUCKER, ROBERT W.",O,REP,TX,11,665.5
H0TX11263,"BATCH, BRANDON",O,REP,TX,11,235492.6
H0TX11271,"FAIRCLOTH, JAMES DAVID",O,REP,TX,11,130494.53
H0TX11289,"BREYMAN, CYNTHIA JEAN MRS.",O,REP,TX,11,19292.73
H4TX19136,"CONAWAY, MICHAEL HONORABLE",I,REP,TX,11,437329
H0TX12238,"WELCH, LISA RENEA DR.",C,DEM,TX,12,65914.83
H0TX12246,"PUTNAM, CHRIS",C,REP,TX,12,1258511.64
H6TX12060,"GRANGER, KAY",I,REP,TX,12,2934189.74
H0TX12261,"HOLCOMB, TREY",C,LIB,TX,12,967.2
H0TX13236,"GASSAWAY, TIMOTHY",O,DEM,TX,13,4519.75
H8TX13163,"SAGAN, GREGORY T. MR.",O,DEM,TX,13,12265.32
H0TX13103,"SNIDER, VANCE NEAL MR. II",O,REP,TX,13,45386.88
H0TX13129,"WINEGARNER, JOSH",O,REP,TX,13,1107267.27
H0TX13137,"EKSTROM, CHRIS",O,REP,TX,13,1252333.99
H0TX13145,"HAYS, ELAINE",O,REP,TX,13,155291.43
H0TX13178,"HERMAN, RICHARD",O,REP,TX,13,3761.89
H0TX13186,"RESENDIZ, ASUSENA",O,REP,TX,13,68686
H0TX13194,"KNOWLTON, DIANE ELISE",O,REP,TX,13,26553.27
H0TX13228,"JACKSON, RONNY LYNN",O,REP,TX,13,943073.36
H0TX13244,"HARVEY, ERWIN LEE SR",O,REP,TX,13,131485.22
H0TX13251,"FOGLESONG, JASON",O,REP,TX,13,3461.2
H4TX13014,"THORNBERRY, MAC",I,REP,TX,13,483421.38
H0TX14176,"BARNES, SANJANETTA",C,DEM,TX,14,23609.82
H0TX14184,"THOMAS, ROBERT",C,DEM,TX,14,2812.57
H0TX14218,"WILLIAMS, MIKAL D MR",C,DEM,TX,14,1495
H0TX14226,"FISHER, EDDIE ROSS",C,DEM,TX,14,3966.05
H8TX14120,"BELL, ADRIENNE",C,DEM,TX,14,141100.27
H0TX14192,"FOXWORTH, JOSHUA ADAM",C,REP,TX,14,13838.88
H2TX14149,"WEBER, RANDY",I,REP,TX,14,692166.39
H0TX14234,"SAJNA, CYRUS MR",C,IND,TX,14,19640.25
H0TX14242,"SANCHEZ, MICHAEL DAVID",,IND,TX,14,100
H6TX15162,"GONZALEZ, VICENTE",I,DEM,TX,15,920240.65
H0TX15108,"KRAUSE, RYAN PATRICK",C,REP,TX,15,51020.64
H0TX15124,"DE LA CRUZ HERNANDEZ, MONICA",C,REP,TX,15,273862.27
H6TX15204,"WESTLEY, TIMMY LEE",C,REP,TX,15,7122.59
H8TX16109,"ESCOBAR, VERONICA",I,DEM,TX,16,757880.92
H0TX16098,"AGUERO, PEDRO ANTONIO JR JR.",C,REP,TX,16,3301.87
H0TX16106,"ARMENDARIZ-JACKSON, IRENE",C,REP,TX,16,33108.61
H0TX16122,"TROUT, BLANCA ORTIZ",C,REP,TX,16,6292.98
H8TX16166,"WILLIAMS, SAMUEL LEE JR",C,REP,TX,16,25171.17
H0TX17138,"JARAMILLO, DAVID",O,DEM,TX,17,21246.05
H8TX17149,"KENNEDY, RICHARD",O,DEM,TX,17,97859.84
H0TX17104,"FLORES, BILL",I,REP,TX,17,415115.87
H0TX17120,"SUTTON, TRENT GREGORY",O,REP,TX,17,110964
H0TX17146,"ADNAN, AHMAD",O,REP,TX,17,10679
H0TX17153,"HINDMAN, GEORGE W.",O,REP,TX,17,877767.41
H0TX17161,"BLAND, SCOTT",O,REP,TX,17,181705.7
H0TX17179,"VESSALI, ELIANOR-AZARAK",O,REP,TX,17,296588.23
H0TX17187,"KENT, CHARLES TODD",O,REP,TX,17,40360
H0TX17195,"SWANN, RENEE",O,REP,TX,17,1054596
H0TX17203,"SAUCEDO, DAVID M.",O,REP,TX,17,8030.09
H0TX17211,"OPPENHEIM, JEFFREY",O,REP,TX,17,125710.85
H0TX17237,"MCREYNOLDS, LAURIE GODFREY",O,REP,TX,17,18145
H2TX03126,"SESSIONS, PETE",O,REP,TX,17,871864.49
H0TX18243,"PATEL, BIMAL DR.",C,DEM,TX,18,49385.92
H0TX18250,"OROZCO, STEVENS",C,DEM,TX,18,9083.14
H0TX18268,"FLORES, MARC",C,DEM,TX,18,114804.76
H0TX18284,"FORD, JERRY MR. SR.",C,DEM,TX,18,65470.91
H0TX18326,"ALLEN, MICHAEL",C,DEM,TX,18,11450.59
H4TX18054,"LEE, SHEILA JACKSON",I,DEM,TX,18,661766.08
H0TX18292,"CHAMPION, WENDELL",C,REP,TX,18,116915.45
H0TX18334,"CADENA, ROBERT M MR.",C,REP,TX,18,905
H6TX18158,"PATE, AVA",C,REP,TX,18,3611.83
H8TX18196,"SPENCER, LUKE",C,LIB,TX,18,475.83
H0TX19068,"WATSON, THOMAS W",C,DEM,TX,19,25582.92
H6TX19099,"ARRINGTON, JODEY COOK",I,REP,TX,19,1672577.83
H2TX35011,"CASTRO, JOAQUIN",I,DEM,TX,20,465309.18
H0TX20124,"MCQUEEN, ELDON DAN",C,REP,TX,20,0
H0TX20132,"DINA, DOMINICK ANDREW SR.",C,REP,TX,20,19361.5
H0TX20140,"KEGLEY, ANITA MARIE",C,REP,TX,20,12172
H0TX20157,"CARRIZALES, JOSHUA DANIEL",C,REP,TX,20,1454.3
H0TX20173,"ALLEN, GARY",C,REP,TX,20,13422.05
H8TX21331,"GARZA, MAURO EVERETT MR.",C,REP,TX,20,148812.55
H0TX21122,"BOVILLE, BRUCE BINTLIFF",C,DEM,TX,21,2000
H0TX21148,"DAVIS, WENDY",C,DEM,TX,21,4467270.72
H8TX11100,"LEEDER, VIRGINIA LOUISE",C,DEM,TX,21,55341.13
H8TX21307,"ROY, CHIP",I,REP,TX,21,2622668.7
H0TX21114,"FELTS, MICHAEL JOSEPH MR",C,IND,TX,21,3570
H0TX22161,"MOORE, NYANZA DAVIS",O,DEM,TX,22,164251.16
H0TX22179,"REED, DERRICK",O,DEM,TX,22,161328.25
H8TX22313,"KULKARNI, SRI PRESTON",O,DEM,TX,22,2530971.64
H0TX22153,"WALZ, THADDEUS JOSEPH",O,REP,TX,22,54951.82
H0TX22187,"HILL, GREG",O,REP,TX,22,439399.72
H0TX22211,"STEELE, HOWARD LYNN JR.",O,REP,TX,22,68481.36
H0TX22229,"HAGGARD, DOUGLAS",O,REP,TX,22,10000
H0TX22237,"MILLER, DIANA M MRS",O,REP,TX,22,20774.1
H0TX22245,"PHAN, SHANDON",O,REP,TX,22,89998.61
H0TX22252,"CHEVALIER, KELI",O,REP,TX,22,25055.95
H0TX22260,"AALOORI, BANGAR REDDY",O,REP,TX,22,153726.4
H0TX22278,"HAMMEL, MICHELLE (SCHELL)",O,REP,TX,22,4176
H0TX22286,"MATHEWS, DANIEL MR",O,REP,TX,22,17075
H0TX22294,"MORGAN, CLINT A",O,REP,TX,22,21760
H0TX22302,"NEHLS, TROY",O,REP,TX,22,517303.01
H0TX22310,"BUSH, PIERCE",O,REP,TX,22,1338408.22
H0TX22328,"HERMES, AARON",O,REP,TX,22,7600
H0TX22336,"CAMARILLO, JONATHAN",O,REP,TX,22,123036.07
H2TX14123,"HARRIS HOSS, FELICIA",O,REP,TX,22,232546.86
H8TX02141,"WALL, KATHALEEN",O,REP,TX,22,7491745.74
H8TX22107,"OLSON, PETER G.",I,REP,TX,22,672543.24
H0TX23144,"WAHL, LIZ DOMINGO",O,DEM,TX,23,9117.66
H0TX23193,"ABUABARA, ROSALINDA RAMOS",O,DEM,TX,23,26944.3
H0TX23219,"ESCUDER, JAIME",O,DEM,TX,23,10628.41
H8TX23121,"JONES, GINA ORTIZ",O,DEM,TX,23,4133598.4
H0TX23086,"HURD, WILLIAM",I,REP,TX,23,1271891.8
H0TX23177,"REYES, RAUL JR",O,REP,TX,23,342916.18
H0TX23201,"VAN WINKLE, BENJAMIN",O,REP,TX,23,18881.24
H0TX23227,"JONES, CECIL BURTON",O,REP,TX,23,51169.81
H0TX23243,"BOEDEKER, DARWIN",O,REP,TX,23,9487.8
H0TX23268,"THOMAS, SHARON BRECKENRIDGE",O,REP,TX,23,44056.4
H0TX23276,"MCFARLIN, JEFF",O,REP,TX,23,93360.78
H0TX35015,"GONZALES, ERNEST ANTHONY TONY II",O,REP,TX,23,1217385.24
H8TX16125,"GARCIA-URESTE, ALIA",O,REP,TX,23,12795.86
H8TX23113,"ARREDONDO-LYNCH, ALMA D.D.S",O,REP,TX,23,125770.62
H0TX24159,"FLETCHER, CRYSTAL LEE",O,DEM,TX,24,127573.21
H0TX24167,"OLSON, KIMBERLY D",O,DEM,TX,24,1667400.88
H0TX24175,"VALENZUELA, CANDACE",O,DEM,TX,24,1119403.63
H0TX24183,"FLEMING, RICHARD L. MR.",O,DEM,TX,24,18539.27
H6TX24149,"MCDOWELL, JAN",O,DEM,TX,24,82636.53
H8TX24111,"BIGGAN, JOHN DR.",O,DEM,TX,24,78547.02
H8TX26082,"FISHER, WILLIAM CARL",O,DEM,TX,24,2243.66
H0TX24191,"FEGAN, DAVID",O,REP,TX,24,88702.02
H0TX24209,"VAN DUYNE, ELIZABETH ANN",O,REP,TX,24,1451436.31
H0TX24217,"CHAPARALA, SUNEETHA",O,REP,TX,24,327126
H0TX24225,"LIVERMAN, JERON",O,REP,TX,24,9348.56
H0TX24233,"MAES, DESI",O,REP,TX,24,107557.7
H0TX24241,"METZGER, DEANNA",O,REP,TX,24,24030
H4TX24094,"MARCHANT, KENNY E MR.",I,REP,TX,24,805342.33
H0TX24142,"KUZMICH, STEPHEN",O,IND,TX,24,71304.46
H0TX24274,"HAMILTON, DARREN J",O,LBU,TX,24,350
H0TX25131,"SLOAN, HEIDI",C,DEM,TX,25,215919.23
H8TX25159,"OLIVER, JULIE LYNN",C,DEM,TX,25,681850.82
H0TX25149,"NEUENDORFF, KEITH",C,REP,TX,25,7699.65
H2TX33040,"WILLIAMS, ROGER",I,REP,TX,25,1507573.74
H0TX26121,"IANNUZZI, CAROL HIGBEE",C,DEM,TX,26,84645.75
H0TX26139,"PRUNEDA, MATEO (MAT)",C,DEM,TX,26,33256.45
H0TX26147,"MROCHEK, JASON",C,REP,TX,26,36433.61
H0TX26154,"WYMAN, JACK",C,REP,TX,26,121747
H2TX26093,"BURGESS, MICHAEL C. DR.",I,REP,TX,26,1177799.77
H0TX26162,"TAYLOR, JAY",C,IND,TX,26,0
H0TX27087,"DE LA FUENTE, RICARDO",C,DEM,TX,27,1153183.84
H0TX27095,"JACKSON, CHARLIE",C,DEM,TX,27,38152
H8TX27049,"CLOUD, MICHAEL",I,REP,TX,27,717150.22
H0TX28077,"CISNEROS, JESSICA",C,DEM,TX,28,2028916.45
H2TX23082,"CUELLAR, HENRY",I,DEM,TX,28,2235588.02
H0TX28069,"WHITTEN, SANDRA LINN MRS.",C,REP,TX,28,14737.76
H8TX29052,"GARCIA, SYLVIA R",I,DEM,TX,29,543070.67
H8TX29110,"ZOUBOULIKOS-BLANCO, JAIMY ANNETTE",,REP,TX,29,4378.27
H0TX30081,"CLEVELAND, SHENITA 'SHAE'",C,DEM,TX,30,18516.02
H0TX30099,"BURTON, HASANI",C,DEM,TX,30,75117
H2TX00015,"JOHNSON, EDDIE BERNICE",I,DEM,TX,30,407427
H2TX30079,"CARAWAY, BARBARA LEN MALLORY",C,DEM,TX,30,9744
H0TX32053,"PENNIE, DEMETRICK TRE DR.",C,REP,TX,30,36511.72
H0TX31055,"KADIR, OMAR",C,DEM,TX,31,235.3
H0TX31071,"CURTIS, JON",C,DEM,TX,31,3119.79
H0TX31089,"HOLCOMB, MURRAY A",C,DEM,TX,31,86610.98
H0TX31097,"IMAM, DONNA",C,DEM,TX,31,449274.44
H0TX31105,"HANKE, ERIC",C,DEM,TX,31,97892.83
