name,state,description,website,donation_url,logo_url,issues
Black Voters Matter - Florida,FL,"Black Voters Matter organizes voters in the Florida Panhandle, leading GOTV events and supporting for groups in Northern Florida who are not otherwise reached by the rest of Florida’s social justice infrastructure. Their deep voter engagement efforts focus on several key issues, including affordable housing, supporting returning citizens, and census education.",https://www.blackvotersmatterfund.org,https://secure.actblue.com/donate/mvp-black-voters-matter?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackVotersMatter-logo-250x250.png,"Economic Justice, Racial Justice, Voting Rights"
Central FL Jobs with Justice,FL,"Central FL Jobs with Justice is recognized as the glue between a strong and growing social justice infrastructure in Central Florida. JWJ’s leadership school is considered transformative for organizers, and they provide strategic support to labor and community campaigns, including an important victory in persuading Disney to set a minimum wage of $15 per hour. They organize labor and community coalitions in 4 counties.",https://cfjwj.org/,,https://wp.movement.vote/wp-content/uploads/cfjwj-logo-250x250.jpg,
Council on American Islamic Relations - Florida,FL,Council on American Islamic Relations – Florida (CAIR-FL) is dedicated to protecting the safety of their community by combating Islamophobia and anti-Muslim discrimination. Their work is primarily focused in three counties where they work with local schools and support families going through immigration proceedings. They also work on voter education and voter turnout campaigns.,http://www.cairflorida.org/,,https://wp.movement.vote/wp-content/uploads/CAIRFlorida_logo-250x250.jpg,"Immigrant Rights, Racial Justice"
Dream Defenders,FL,"Dream Defenders was launched by organizers fighting back after the Trayvon Martin shooting. In protest of the killing, they occupied the state capitol for over a month. As part of the Statewide Alignment Group, Dream Defenders helped win Amendment 4, restoring voting rights to more than 1 million Floridians. They have expanded and deepened their base to 8 counties, catalyzing Black and Brown youth organizing across the state with a focus on policing, bail reform, and advancing a collective statewide strategy around state attorney and sheriff races.",https://www.dreamdefenders.org,https://secure.actblue.com/donate/mvp-dream-defenders?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Dream-Defenders.jpg,"Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
Emgage Action - Florida,FL,"Emgage Action has taken on voter registration and mobilization drives over the past two cycles and has started to run Muslim candidates for office in municipal elections. They focus on organizing and leadership development in Muslim, Asian American and Pacific Islander, Black, and Brown communities in Miami-Dade, Broward, Palm Beach and 6 other counties.",https://emgageaction.org,https://secure.actblue.com/donate/mvp-emgage-action?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Emgage-Action-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
Engage Miami,FL,"Engage Miami believes in speaking youth to power. They were instrumental in the fight to expand early voting sites on college campuses, increasing accessibility for young people. With a bold, creative, impactful, and local culture of civic participation and voter engagement led by and for young people, they have registered thousands of new voters, launched voter education and GOTV campaigns, and developed comprehensive voter guides for young voters. Engage Miami is affiliated with the Alliance for Youth Action.",http://www.engagemia.org,https://secure.actblue.com/donate/mvp-engage-miami?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/EngageMiami-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice, Reproductive Justice, Voting Rights"
Faith in Florida / Faith in Florida Action Fund,FL,"Faith in Florida is an influential network of multifaith congregations across 8 counties in Florida. They are focused on tackling systemic racial and economic injustice that includes winning a ‘Ban the Box’ measure in Broward County and they were instrumental in restoring voting rights to 1.5 million Floridians disenfranchised by a Jim Crow-era voting ban impacting more than 20% of African Americans in the state. In addition to leading Florida’s Souls to the Polls program, which had over 1,000 participating congregations in 2018, Faith in Florida’s ongoing work includes defending immigrant communities and know your rights education campaigns.",http://www.faithinflorida.org,https://secure.actblue.com/donate/mvp-faith-in-florida?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/FaithInFL-logo2-250x250.jpg,"Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
Family Action Network Movement / FANM in Action,FL,"Family Action Network Movement (FANM) is dedicated to the social, economic, financial and political empowerment of low to moderate-income families.They train, educate, organize and mobilize grassroots citizens from the bottom up. FANM gives their community members the tools to contribute to their own transformation, enfranchisement, and liberation. FANM has led the fight to stop deportations of Haitians for more than 20 years. They are working to register 30,000 voters by the 2020 elections.",https://www.fanm.org/,,https://wp.movement.vote/wp-content/uploads/fanm-logo-250x250.jpeg,"Climate / Environment, Economic Justice, Education, Healthcare, Immigrant Rights, Voting Rights"
Farmworkers Association of Florida,FL,"The Farmworker Association of Florida has 10,000 Haitian, Hispanic, and African American members across 5 counties. They’ve led health and safety training for farmworkers and supported efforts to help pass Amendment 4. Their electoral work includes civic engagement work within their communities, especially in rural municipal elections, as well as voter registration efforts.",https://floridafarmworkers.org/,https://secure.actblue.com/donate/mvp-florida-farmworkers?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/florida-farmworkers-logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice, Voting Rights"
Florida Immigrant Coalition / FLIC Votes,FL,"Florida Immigrant Coalition (FLIC) is Florida’s strongest immigrant rights organization and an anchor of the national movement for immigrant justice. They have led national, statewide, and local campaigns focusing on immigrant rights and economic issues for more than a decade. They’ve won in-state tuition for undocumented students, advocated for local wage theft ordinances, and launched numerous naturalization drives helping thousands become US citizens. FLIC is focused on registering tens of thousands of voters, including new voters whose voting rights were restored by Amendment 4, and holding candidates who voted to ban sanctuary cities accountable. They are working on passing legislation to expand access to drivers licenses regardless of immigration status.",http://floridaimmigrant.org/,https://secure.actblue.com/donate/mvp-flic-votes?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/FloridaImmigrantCoalition-logo-250x250.jpg,"Immigrant Rights, Racial Justice, Voting Rights"
